"","Nasdaq","SPX","DAX","StoxxEurope","HSCE","Nikkei"
"2008-07-16",181.6,1978.47,6155.37,839.52,15895.11,16661.18
"2008-07-17",184.13,2002.3,6271.27,861.03,16356.07,16827.19
"2008-07-18",183.27,2002.88,6382.65,878.33,16447.4,NA
"2008-07-21",174.27,2001.86,NA,881.61,16901.77,16717.19
"2008-07-22",195,2028.91,6442.79,879.58,NA,17214.98
"2008-07-23",202.67,2037.15,6536.09,895.77,17432.13,17382.06
"2008-07-24",185.13,1990.09,NA,887.07,17307.15,17761.2
"2008-07-25",192.27,1998.41,6436.71,886.16,16851.38,17410.57
"2008-07-28",178.53,1961.23,6351.15,876.18,16821.77,17436.19
"2008-07-29",188.87,2007.21,6398.8,879.21,16480.17,17182.45
"2008-07-30",187.47,2040.81,6460.12,890.44,16915.94,17454.48
"2008-07-31",185.13,2014.39,6479.56,890.57,16966.79,17466.26
"2008-08-01",181.33,2003.16,6396.46,877.45,17018.98,17097.76
"2008-08-04",171.67,1985.23,6349.81,870.22,16681.7,16887.01
"2008-08-05",176.13,2042.44,6518.7,NA,16208.31,16862.83
"2008-08-06",NA,2050.23,6561.39,901.9,16208.31,17307.07
"2008-08-07",209.33,2013.66,6543.49,898.79,16203.17,17137.46
"2008-08-08",224.87,2061.77,6561.65,901.96,15929.86,17194.15
"2008-08-11",223.2,2076.59,6609.63,911.8,15797.92,17536.9
"2008-08-12",213.93,2051.66,6585.87,909.47,15527.16,17370.67
"2008-08-13",214.13,2046.35,6422.19,887.74,NA,17004.38
"2008-08-14",226.93,2057.72,6442.21,NA,15264.06,16917.88
"2008-08-15",229.2,2066.36,6446.02,891.91,15153.63,17000.11
"2008-08-18",213.4,2035.3,6432.88,891.51,14877.1,17190.8
"2008-08-19",209.6,2016.52,6282.43,868.64,14535.34,16798.55
"2008-08-20",214.47,2029.15,6317.8,872.76,15165.78,16781.11
"2008-08-21",206.53,2034.35,6236.96,860.48,14810.27,16651.21
"2008-08-22",212.53,NA,6342.42,877.29,14810.27,16538.69
"2008-08-25",206.53,2017.27,6296.95,868.82,15363.46,16816.32
"2008-08-26",208.13,2024.72,6340.52,873.32,15475.24,16691.27
"2008-08-27",209.93,2041.24,6321.03,873.78,15983.01,16657.64
"2008-08-28",221.13,2071.86,6420.54,889.74,15598.75,16677.61
"2008-08-29",NA,2043.53,6422.3,891.39,15824.97,17075.5
"2008-09-01",217.93,2043.53,6421.8,891.06,15518.97,16763.73
"2008-09-02",221.4,2035.24,6518.47,904.96,15538.33,16470.22
"2008-09-03",222.4,2032.13,6467.49,892.38,15027.79,16574.87
"2008-09-04",211.07,1971.37,6279.57,867.44,14821.68,16402.55
"2008-09-05",214.8,1980.18,6127.44,843.87,14510.94,15951.36
"2008-09-08",222.67,2021.13,6263.74,870.5,15108.52,16489.81
"2008-09-09",NA,1952.14,6233.41,864.39,14708.85,16197.47
"2008-09-10",205.4,1964.25,6210.32,859.34,14255.23,16126.91
"2008-09-11",208.6,1992,6178.9,854.06,13662.23,15808.03
"2008-09-12",208.33,1996.25,6234.89,868.88,13557.54,15954.66
"2008-09-15",191.67,1902.17,6064.16,835.26,13557.54,15954.66
"2008-09-16",189.93,1935.49,5965.17,818.63,12553.91,15164.37
"2008-09-17",191.73,NA,5860.98,NA,11787.99,15347.33
"2008-09-18",220.2,1924.85,5863.42,795.41,11747.56,15007.08
"2008-09-19",NA,2002.32,6189.53,862.39,13572.12,15570.77
"2008-09-22",225.13,1925.85,6107.75,844.16,13915.97,15792.47
"2008-09-23",220,1895.78,6068.53,833.04,13204.52,15792.47
"2008-09-24",209.07,1892.05,6052.87,827.73,13241.96,15824.39
"2008-09-25",NA,1929.24,6173.03,850.89,13287.89,15792.56
"2008-09-26",217.33,1935.79,6063.5,837.45,13049.05,15643.44
"2008-09-29",193.33,1765.72,5807.08,798.11,12186.62,15446.73
"2008-09-30",203.8,1861.44,5831.02,806.07,12343.19,14810.44
"2008-10-01",217,1853.26,5806.33,813.8,12343.19,14953.02
"2008-10-02",NA,1778.9,NA,797.93,12698,14672.2
"2008-10-03",209.47,1754.91,5797.03,826.13,NA,14387.27
"2008-10-06",196.47,1687.34,5387.01,761.17,11454,13775.58
"2008-10-07",183.87,1590.51,5326.63,763.95,NA,13358.37
"2008-10-08",180,1573.34,5013.62,714.9,10141.94,12105.41
"2008-10-09",165,1453.52,4887,697.51,10537.57,NA
"2008-10-10",172.47,1436.56,4544.31,642.83,9710.64,10886.24
"2008-10-13",200.2,1602.93,5062.45,713.55,11000.21,10886.24
"2008-10-14",202.13,1594.41,5199.19,731.71,11479.25,12426.68
"2008-10-15",178.33,1450.5,4861.63,684.29,10742.5,12558.08
"2008-10-16",NA,1512.21,4622.81,643.34,10020.35,11125.66
"2008-10-17",206.6,1502.84,4781.33,672.11,9536.08,11435.25
"2008-10-20",222.93,1574.5,4835.01,693.74,10126.15,11845.33
"2008-10-21",220.6,1526.02,4784.41,689.84,NA,12240.8
"2008-10-22",204.73,1433.22,4571.07,652.41,9118.77,11410.09
"2008-10-23",200.73,1451.37,4519.7,650.84,8713.62,11128.99
"2008-10-24",189.93,1401.29,4295.67,619.32,7896.52,10061.07
"2008-10-27",177.2,1356.78,4334.64,NA,6790.67,9421.58
"2008-10-28",195.47,1503.16,4823.45,632.16,7733.71,10025.34
"2008-10-29",203.73,1486.73,4808.69,667.61,NA,10801.31
"2008-10-30",208.73,1525.37,4869.3,671.01,9204.74,11877.11
"2008-10-31",216.4,1548.81,4987.97,687.92,8996.68,11281.34
"2008-11-03",209.13,1544.91,5026.84,693.22,9262.28,11281.34
"2008-11-04",221.93,NA,5278.04,731.75,9336.52,11987.4
"2008-11-05",216.07,1524.21,5166.87,720.14,9832.96,12522.37
"2008-11-06",190.4,1448.01,4813.57,675.35,9018.29,11704.18
"2008-11-07",182.27,1490.31,4938.46,691.42,9284.88,11287.02
"2008-11-10",174.4,1471.64,5025.53,697.61,10129.74,11942.53
"2008-11-11",175.4,1439.22,4761.58,659.82,9752.68,11584.67
"2008-11-12",157,1365.15,4620.8,638.84,9749.43,11435.03
"2008-11-13",161.53,1459.82,4649.52,646.61,9286.24,NA
"2008-11-14",146,1399.2,4710.24,654.91,9595.15,11128.37
"2008-11-17",136.87,1363.14,4557.27,630.49,9521.98,11207.52
"2008-11-18",131,1376.81,4579.47,637.23,9016.73,10952.18
"2008-11-19",113.6,1292.76,4354.09,611.97,8867.45,NA
"2008-11-20",105.07,1206.04,4220.2,593.48,8459.93,10129.79
"2008-11-21",112.27,1282.59,4127.41,577.46,8779.8,10402.99
"2008-11-24",125.8,1365.63,4554.33,635.68,8714.19,10402.99
"2008-11-25",127.47,1374.79,4560.42,637.18,NA,10946.82
"2008-11-26",143.73,1423.9,4560.5,633.95,9475.54,NA
"2008-11-27",143.73,1423.9,4665.27,648.46,9730.7,11011.87
"2008-11-28",143.33,1437.68,4669.44,649.09,9849.1,11194.51
"2008-12-01",125.33,1309.39,4394.79,611.18,10100.83,11043.21
"2008-12-02",133.47,1361.79,4531.79,628.86,9568.97,10341.56
"2008-12-03",136.33,1397.72,4567.24,632.97,9883.34,10526.21
"2008-12-04",144.93,1356.81,4564.23,632.75,9876.04,10421.19
"2008-12-05",155.67,NA,4381.47,601.6,10151.19,10412.34
"2008-12-08",169.8,1460.6,4715.88,654.28,11119.92,10953.56
"2008-12-09",NA,1426.88,4779.11,662.69,10934.47,11041.44
"2008-12-10",NA,1444,4804.88,666.64,NA,11389.11
"2008-12-11",158.67,1403.2,4767.2,663.92,11596.84,11468.42
"2008-12-12",164.47,1413.07,4663.37,646.16,10811.51,10831.02
"2008-12-15",155.33,1395.21,4654.82,643.24,10939.21,11394.92
"2008-12-16",175,1466.87,4729.91,654.7,11019.2,11267.83
"2008-12-17",167.13,1452.88,4708.38,653.12,NA,11326.35
"2008-12-18",166.73,1422.19,4756.4,655.25,11690.59,11398.3
"2008-12-19",163.6,1426.39,4696.7,653.04,11526.94,11294.79
"2008-12-22",157.27,1400.42,4639.02,640.62,11121.24,11472.67
"2008-12-23",NA,1387.08,4629.38,636.47,10549.5,11472.67
"2008-12-24",154.67,1395.76,4629.38,635.21,10501.87,11200.86
"2008-12-25",154.67,1395.76,4629.38,635.21,10501.87,NA
"2008-12-26",155.2,1403.22,NA,635.21,10501.87,11510.69
"2008-12-29",149.6,1398.25,4704.86,638.11,10655.76,11520.77
"2008-12-30",157.6,1432.65,4810.2,655,10639.92,11668.8
"2008-12-31",164.73,1452.98,4810.2,653.96,10784.23,11668.8
"2009-01-01",164.73,1452.98,4810.2,NA,10784.23,11668.8
"2009-01-02",174.2,1499.17,4973.07,677.98,11361.32,11668.8
"2009-01-05",178.27,1492.21,4983.99,682.51,11856.88,11910.56
"2009-01-06",172.13,1503.87,5026.31,689.2,11812.82,11960.24
"2009-01-07",161.53,1459.58,4937.47,678.54,11266.45,12168.87
"2009-01-08",149.6,1464.6,4879.91,672.66,10604.16,11691.01
"2009-01-09",146.67,1433.41,4783.89,NA,10554.68,11638.83
"2009-01-12",140.33,1401.07,4719.62,655.68,NA,11638.83
"2009-01-13",147.6,1403.63,NA,644.82,9675.62,11081.85
"2009-01-14",138.33,1356.79,4422.35,614.65,9864.9,11114.17
"2009-01-15",135.73,1358.64,NA,603.95,9623.47,10567.39
"2009-01-16",141.13,1368.92,4366.28,610.31,9766.92,10839.82
"2009-01-19",141.13,NA,4316.14,602.54,9901.95,10874.99
"2009-01-20",125.27,1296.63,4239.85,588.74,9573.62,10623.35
"2009-01-21",141.07,1353.33,4261.15,585.43,9197.74,10407.15
"2009-01-22",136.93,1332.84,4219.42,577.84,9238.68,10604.84
"2009-01-23",146.53,1340.02,4178.94,574.58,9103.6,10201.17
"2009-01-26",142.6,1347.47,4326.87,595.69,9103.6,NA
"2009-01-27",145.47,1362.18,4323.42,595.11,9103.6,10618.11
"2009-01-28",157.47,1408.07,4518.72,622.08,9103.6,10677.67
"2009-01-29",147.4,1361.54,4428.11,607.78,9569.27,10868.6
"2009-01-30",145.47,1330.51,4338.35,599.1,9745.94,10529.83
"2009-02-02",136.47,1329.81,4271.04,589.36,9445.32,10371.67
"2009-02-03",142.87,1350.88,4374.96,601.73,9511.07,10307.82
"2009-02-04",147.2,1341.77,4492.79,615.89,9895.89,10588.95
"2009-02-05",155.87,1363.82,4510.49,614.69,10188.45,10471.34
"2009-02-06",166,1401.06,4644.63,628.2,10520.32,10638.59
"2009-02-09",155.6,NA,4666.82,629.62,10596.71,10496.87
"2009-02-10",147.8,1334.3,4505.54,607.97,10678.84,10466.46
"2009-02-11",145.93,1345.5,4530.09,NA,10384.9,10466.46
"2009-02-12",147,1348.15,4407.56,593.7,10067.86,10149.57
"2009-02-13",142.6,1334.83,4413.39,597.28,10342.76,NA
"2009-02-16",142.6,1334.83,4366.64,587.99,10331.58,10208.6
"2009-02-17",133.47,1274.26,4216.6,568.25,9829.77,10071.22
"2009-02-18",137.4,1273.29,4204.96,567.84,9856.02,9924.91
"2009-02-19",135.33,1258.82,4215.21,566.87,9930.79,9955.48
"2009-02-20",138,1244.72,4014.66,539.27,9657.55,9769.39
"2009-02-23",131.8,1201.56,3936.45,NA,9986.51,9716.41
"2009-02-24",140.8,1249.76,3895.75,530.11,9660.14,9581.61
"2009-02-25",139.73,1236.74,3846.21,526.83,9818.01,9835.58
"2009-02-26",145.73,1217.49,3942.62,541.81,9560.64,9831.24
"2009-02-27",139.33,1188.84,3843.74,529.77,9434.13,9976.89
"2009-03-02",132.4,1133.43,3710.07,504.72,8995.95,9596.88
"2009-03-03",124.47,1126.18,3690.72,499.88,9044.25,9530.4
"2009-03-04",133,1153.35,3890.94,520.99,9496.35,9611.13
"2009-03-05",125.27,1104.38,3695.49,496.53,9431.28,9799.02
"2009-03-06",128.6,1106,3666.41,487.15,9273.71,9455.77
"2009-03-09",NA,1095.04,3692.03,485.2,9191.86,9340.99
"2009-03-10",NA,1164.83,3886.98,514.57,9403.83,9300.06
"2009-03-11",157.13,1168.07,3914.1,518.12,NA,9723.4
"2009-03-12",159.53,1215.87,3956.22,526.13,9515.63,9488.93
"2009-03-13",148.47,1225.32,3953.6,527.97,9953.04,9978.03
"2009-03-16",140.47,1221.03,4044.54,545.18,10386.05,10155.82
"2009-03-17",149.87,1260.29,3987.77,539.43,10261.31,10478.76
"2009-03-18",150.2,NA,3996.32,541.28,10431.38,10509.13
"2009-03-19",140.73,1269.93,4043.46,546.75,10566.56,10474.58
"2009-03-20",140.67,1244.85,4068.74,549.8,10244.75,10474.58
"2009-03-23",158.8,1333.21,4176.37,568.77,10878.82,10829.93
"2009-03-24",140.67,1306.03,4187.36,570.29,11020.12,11189.5
"2009-03-25",139.8,1318.61,4223.29,576.13,10888.5,11178.55
"2009-03-26",138.4,1349.37,NA,578.22,11602.33,11491.33
"2009-03-27",132,1322.19,NA,567.98,11591.3,11478.82
"2009-03-30",122.33,1276.22,3989.23,539.32,NA,10958.71
"2009-03-31",130.53,1292.98,4084.76,555.56,NA,10790.33
"2009-04-01",126.33,1314.63,4131.07,562.65,11039.78,11112.83
"2009-04-02",133.07,1352.47,4381.92,594.55,11718.39,11602.31
"2009-04-03",142.07,1365.66,4384.99,589.79,11721.84,11642.31
"2009-04-06",138.4,1354.36,4349.81,584.69,NA,11786.13
"2009-04-07",132,1322.91,4322.5,580.89,11992.42,11752.76
"2009-04-08",136,1338.53,4357.92,586.58,11683.55,11436.3
"2009-04-09",146.6,1389.49,4491.12,603.26,12076.41,11863.48
"2009-04-10",146.6,1389.49,NA,603.26,12076.41,11927.41
"2009-04-13",150.2,1393.13,4491.12,603.26,12076.41,11874.61
"2009-04-14",135.6,1365.2,4557.01,611.76,12600.24,11765.84
"2009-04-15",130.8,1382.36,4549.79,607.55,12724.06,11633.16
"2009-04-16",131.93,1403.89,4609.46,617.63,12499.5,11649.53
"2009-04-17",132,1410.85,4676.84,628.54,12377.73,11852.2
"2009-04-20",120.53,1350.52,4486.3,604.17,12620.93,11875.05
"2009-04-21",123.27,1379.22,4501.63,602.79,12359.84,11591.08
"2009-04-22",122.27,1368.92,4594.42,614.09,11928.05,11612.33
"2009-04-23",126.27,1382.52,4538.21,609.76,NA,11771.61
"2009-04-24",127.33,1405.74,NA,626.96,12304.42,11586.63
"2009-04-27",124.8,1391.58,4694.07,626.27,11841.59,11611.05
"2009-04-28",121.07,1387.82,4607.42,616.32,11627.54,11301.6
"2009-04-29",125.07,1417.99,4704.56,630.93,12055.13,11301.6
"2009-04-30",128.2,1416.73,4769.45,643.09,12453.82,11746.66
"2009-05-01",129.07,1424.41,NA,643.09,NA,11945.06
"2009-05-04",135.73,1472.64,4902.45,659.22,13230.97,11945.06
"2009-05-05",134,1467.25,4853.03,655.95,13176.3,11945.06
"2009-05-06",144.07,1493.31,4880.71,664.47,NA,NA
"2009-05-07",133.6,1473.66,4804.1,657.75,13582.3,12488.37
"2009-05-08",135.87,NA,4913.9,673.14,13795.37,12551.08
"2009-05-11",128.67,1477.2,4866.91,665.27,13400.62,12576.56
"2009-05-12",123.87,1475.83,4854.11,664.69,13344.63,12372.49
"2009-05-13",117.53,1436.74,4727.61,647.17,13367.13,12428.21
"2009-05-14",119.67,1451.79,4738.47,646.14,12974.23,12099.88
"2009-05-15",119.2,NA,4737.5,649.04,13196.56,12327.79
"2009-05-18",125.27,1479.24,4851.96,666.94,13452.65,12026.64
"2009-05-19",119.4,NA,4959.62,678.38,13873.12,12361.41
"2009-05-20",119,1469.47,5038.94,686.87,13831.93,12433.73
"2009-05-21",125.2,1445.28,4900.67,NA,13674.45,12326.63
"2009-05-22",129.27,1443.14,4918.75,672.62,13487.28,12275.62
"2009-05-25",129.27,1443.14,4918.45,674.47,13510.26,12436.87
"2009-05-26",138.87,1481.1,4985.6,682.27,13408.13,12389.26
"2009-05-27",133.4,1453.28,5000.77,686.1,14130.26,12559.47
"2009-05-28",138.4,1475.94,4932.88,678.81,14130.26,12576.26
"2009-05-29",140.73,1495.97,4940.82,678.28,14443.19,12670.99
"2009-06-01",138.67,1534.65,NA,702.11,15149.08,12877.57
"2009-06-02",142.87,1537.69,5144.06,702.04,14733.31,12912.91
"2009-06-03",141.27,1516.88,5054.53,687.97,14993.06,12962.62
"2009-06-04",148.2,NA,5064.8,689,14840.31,12865.87
"2009-06-05",146.67,1530.82,5077.03,693.45,15055.66,12997.67
"2009-06-08",142.8,1529.59,5004.72,683.81,14786.52,13127.57
"2009-06-09",147,1535.03,4997.86,686.86,14559.82,13022.7
"2009-06-10",145.47,1529.76,5051.18,693.04,15293.38,13295.04
"2009-06-11",146.67,1539.5,5107.26,698.97,15358.93,13281.52
"2009-06-12",NA,1541.7,5069.24,695.34,15369.92,13487.09
"2009-06-15",140.87,1505.06,4889.94,NA,15078.74,13359.15
"2009-06-16",140.6,1485.92,4890.72,NA,14855.26,12977.54
"2009-06-17",136.27,1483.9,4799.98,660.56,14867.33,13094.6
"2009-06-18",138.93,1496.59,4837.48,669.07,14547.93,12912.13
"2009-06-19",141.13,1501.25,4839.46,674.71,14670.12,13021.96
"2009-06-22",132.4,1455.54,4693.4,654.73,14850.12,13074.65
"2009-06-23",NA,1458.92,4707.15,653.12,14349.46,12706.42
"2009-06-24",138.4,1468.48,4836.01,671.16,14698.74,12757.69
"2009-06-25",140.73,1499.98,4800.56,666.8,15024.54,13039.12
"2009-06-26",141,1498.08,4776.47,663.35,15406.14,13148
"2009-06-29",143,NA,4885.09,NA,15342.69,13021.14
"2009-06-30",142.07,1498.94,4808.64,666.62,15307.83,13253.91
"2009-07-01",137.93,1505.64,4905.44,680.3,15307.83,13229.27
"2009-07-02",136.4,1461.8,4718.49,658.06,15322.14,13144.38
"2009-07-03",136.4,1461.8,4708.21,659.95,15338.73,13064.42
"2009-07-06",132.8,1465.58,4651.82,650.9,15120.68,12884.48
"2009-07-07",126.2,1436.74,4598.19,644.52,14907.08,12840.45
"2009-07-08",126.67,1435.2,4572.65,636.31,14766.09,12538.28
"2009-07-09",127.33,1440.3,4630.07,642.79,14860.32,12365.67
"2009-07-10",126.13,1434.5,4576.31,633.96,14767.08,12360.64
"2009-07-13",132.33,1470.43,4722.34,651.68,14354.88,12045.28
"2009-07-14",130.13,1478.24,4781.69,658.76,14875.22,12326.74
"2009-07-15",135.87,1522.09,4928.44,681.08,15166.81,12336.64
"2009-07-16",134,1535.3,4957.19,683.29,NA,12436.34
"2009-07-17",133.73,1534.7,4978.4,686.13,15565.89,12504.43
"2009-07-20",NA,1552.26,5030.15,694.88,16189.7,12504.43
"2009-07-21",129.93,1557.91,5093.97,700.24,16188.48,12846.08
"2009-07-22",130,1557.37,5121.56,702.7,16033.53,12940.76
"2009-07-23",136.67,1593.65,5247.28,718.53,16511.76,13033.63
"2009-07-24",135.6,1598.5,5229.36,717.68,16736.05,13235.41
"2009-07-27",135.47,1603.26,5251.55,722.87,17022.69,13427.21
"2009-07-28",135,1599.09,5174.74,715,17350.82,13425.89
"2009-07-29",137.13,1592,5270.32,722.56,16745.84,13460.47
"2009-07-30",141.2,1611.14,5360.66,737.68,16746.16,13529.64
"2009-07-31",140.87,1612.31,5332.14,733.07,16930.48,13784.68
"2009-08-03",143.07,1637.06,5426.85,743.65,17272.08,13778.88
"2009-08-04",142.6,1642.03,5417.02,742.78,17063.27,13808.88
"2009-08-05",144.4,1637.81,5353.01,735.04,16713.87,13645.86
"2009-08-06",146.67,1628.82,5369.98,740.3,16831.35,13826.29
"2009-08-07",152.47,1650.73,5458.96,NA,16216.3,13858.21
"2009-08-10",149.13,1645.26,5418.12,749.08,16620.55,14007.51
"2009-08-11",146,1624.91,5285.81,737.22,16742.23,NA
"2009-08-12",147.07,1644.23,5350.09,747.58,16277.95,13888.71
"2009-08-13",144.2,1655.66,5401.11,752.46,16618.45,13998.1
"2009-08-14",141.67,1641.54,5309.11,742.35,16617.96,14104.76
"2009-08-17",134.67,1602.06,5201.61,NA,15913.03,13667.74
"2009-08-18",136.73,1618.6,5250.74,731.56,15987.95,13689.5
"2009-08-19",NA,1629.92,5231.98,729.41,15725.64,13581.74
"2009-08-20",136.67,1647.85,5311.06,NA,16085.95,13820.54
"2009-08-21",138.93,1678.84,5462.74,763.61,16010.39,13627.26
"2009-08-24",137.8,1677.94,5519.75,772.71,16343.81,14083.6
"2009-08-25",140.87,1681.92,5557.09,NA,16275.84,13972.21
"2009-08-26",140.67,1682.29,5521.97,775.65,16279.07,14168.08
"2009-08-27",140.6,1687.16,5470.33,772.51,16159,13947.38
"2009-08-28",142.27,NA,5517.35,780.36,15969.7,14027.5
"2009-08-31",NA,1670.52,5464.61,772.43,15752.21,13972.09
"2009-09-01",140.6,1633.63,5327.29,755.89,15841.62,14022.07
"2009-09-02",140.33,1628.66,5319.84,752.56,15632.28,NA
"2009-09-03",NA,1642.68,5301.42,751.29,15963.03,13602.05
"2009-09-04",138.8,1664.34,5384.43,763.57,16425.82,13565.39
"2009-09-07",138.8,1664.34,NA,774.85,NA,13743.6
"2009-09-08",139,1679.32,5481.73,775.52,17145.27,13839.86
"2009-09-09",138.87,NA,5574.26,785.07,16907.67,13731.88
"2009-09-10",140,1710.14,5594.77,784.21,17091.37,14000.24
"2009-09-11",139.13,1708.19,NA,788.08,17171.52,13907.91
"2009-09-14",138.87,1719.04,5620.24,787.49,17015.99,13585.3
"2009-09-15",143.27,1724.45,5628.98,791.31,17014.56,13606.02
"2009-09-16",NA,1750.91,5700.26,802.24,17531.95,13676.8
"2009-09-17",150.47,1745.8,5731.14,805.91,17731.45,13907.21
"2009-09-18",150.8,1750.43,5703.83,803.63,17656.32,13809.66
"2009-09-21",146.87,1744.47,5668.65,800.15,17381.67,13809.66
"2009-09-22",NA,1755.99,5709.38,802.68,17512.13,13809.66
"2009-09-23",146.27,1738.32,5702.05,804.25,17400.52,13809.66
"2009-09-24",144.4,1722.02,5605.21,790.6,16862.25,14040.94
"2009-09-25",141.93,1711.53,5581.41,788.85,16875.17,13741.71
"2009-09-28",145.73,1742.32,5736.31,807.56,16449.91,13398.42
"2009-09-29",142.27,NA,5713.52,805.7,16779.83,13519.8
"2009-09-30",140.33,1732.86,5675.16,800.19,16597.57,13564.01
"2009-10-01",134.53,1688.24,NA,782.87,NA,13357.08
"2009-10-02",131.67,1680.7,5467.9,768.98,16133.11,13026.76
"2009-10-05",136.2,NA,5508.85,777.38,16299.31,12949.95
"2009-10-06",135.47,1729.14,5657.64,798.26,16776.67,12973.12
"2009-10-07",NA,1734.74,5640.75,794.49,17243.2,13117.42
"2009-10-08",135.6,1747.7,5716.54,804.36,17434.15,13161.42
"2009-10-09",136,1757.6,5711.88,802.85,17490.44,13407.61
"2009-10-12",136.33,1765.31,5783.23,811.98,17322.31,13407.61
"2009-10-13",135,1760.51,5714.31,802.15,17506.97,13488.15
"2009-10-14",138.6,1791.47,5854.14,822.14,NA,13466.26
"2009-10-15",136.07,1798.91,NA,818.87,17999.43,13705.11
"2009-10-16",131.4,1784.35,5743.39,806.67,17847.92,13730.42
"2009-10-19",132.47,1801.12,5852.56,821.7,18122.63,13702.24
"2009-10-20",137.2,1789.93,5811.77,815.47,NA,13836.54
"2009-10-21",133.33,1774.33,5833.49,818.75,18198.03,13831.92
"2009-10-22",133.27,1793.34,5762.93,809.09,18139.71,13743.28
"2009-10-23",132.33,1771.5,5740.25,804.6,18638.12,13764.46
"2009-10-26",128.27,1750.75,5642.16,790.31,18638.12,13871.6
"2009-10-27",124.07,1744.95,5635.02,790.41,18399.58,13670.59
"2009-10-28",121.67,1711.09,5496.27,774.59,17959.5,13486.54
"2009-10-29",126.4,1749.76,5587.45,787.51,17449.3,13240.08
"2009-10-30",120.4,1700.67,5414.96,764.85,17872.98,13432.73
"2009-11-02",120.2,1711.65,5430.82,770.27,17834.51,13122.53
"2009-11-03",121.87,1715.81,5353.35,756.15,17496.85,13122.53
"2009-11-04",121.33,1718.21,5444.23,770.37,17958.06,13177.95
"2009-11-05",NA,1751.45,5480.92,778.77,NA,13008.12
"2009-11-06",123.07,1756.07,5488.25,779,18219.87,13103.83
"2009-11-09",124.67,1795.56,5619.72,797.36,18641.56,13130.49
"2009-11-10",122.6,1795.9,5613.2,796.34,NA,13213.14
"2009-11-11",124.87,1804.93,5668.35,NA,18840.25,13214.57
"2009-11-12",127.8,1786.66,5663.96,803.11,18650.68,13124.63
"2009-11-13",126.13,1796.93,5686.83,806.12,18842.16,13078.88
"2009-11-16",127,1823.29,5804.82,818.17,19247.87,13106.82
"2009-11-17",126.13,1825.18,5778.43,812.8,19220.43,13024.83
"2009-11-18",128.07,NA,5787.61,813.46,19158.78,12953.71
"2009-11-19",128.67,1800.12,5702.18,799.97,18855.02,12783.26
"2009-11-20",NA,NA,5663.15,792.41,18657.22,12713.93
"2009-11-23",130.07,1819.17,5801.48,NA,19070.67,12713.93
"2009-11-24",132.4,1818.31,5769.31,805.2,18712.73,12585.29
"2009-11-25",131.87,1826.74,5803.02,810.6,18820.17,12638.92
"2009-11-26",131.87,1826.74,5614.17,783.33,18400.54,12561.29
"2009-11-27",125.2,1795.7,5685.61,792.25,17456.95,12157.38
"2009-11-30",124.53,1802.68,5625.95,782.77,18168.26,12510.84
"2009-12-01",127.8,1824.54,5776.61,803.61,18516.82,12814.26
"2009-12-02",130.67,1825.4,5781.68,805.35,18673.32,12863.44
"2009-12-03",131.27,1810.13,5770.35,804.84,18838.33,13357.06
"2009-12-04",133.47,1820.11,5817.65,814.41,18841.81,13417.19
"2009-12-07",130.8,1815.7,5784.75,810.46,18697.29,13611.31
"2009-12-08",129.67,1797.31,5688.58,797.29,18408.69,13574.99
"2009-12-09",130.67,1804.1,5647.84,788.6,18054.93,13393.26
