"","Nasdaq","SPX","DAX","StoxxEurope","HSCE","Nikkei"
"2010-02-19",124.2,1833.09,5722.05,784.35,NA,13568.16
"2010-02-22",123.53,1831.21,NA,780.06,16123.66,13939.26
"2010-02-23",122.93,NA,5604.07,766.71,16263.8,13874.43
"2010-02-24",124,1826.99,5615.51,767.94,16087.06,13677.55
"2010-02-25",124.47,1823.64,5532.33,753.75,15940.22,13547.64
"2010-02-26",124.2,1826.27,5598.46,766.12,16157.48,13579.92
"2010-03-01",125.33,1844.87,5713.51,778.54,NA,13641.65
"2010-03-02",128.33,1849.17,5776.56,785.18,16820.68,NA
"2010-03-03",129.6,1850.24,5817.88,792.55,16863.66,13750.39
"2010-03-04",131.67,1857.2,NA,NA,16481.28,13606.33
"2010-03-05",133.53,1883.28,5877.36,807.95,16694.47,13905.72
"2010-03-08",133.8,1883.29,5875.91,808.47,17079.98,14196.68
"2010-03-09",134.33,1886.6,5885.89,808.87,17090.53,14172.18
"2010-03-10",134.8,1895.38,5936.72,817.08,17100.31,NA
"2010-03-11",134.93,1903.68,5928.63,813.25,17034.12,14302.67
"2010-03-12",135.33,1903.29,5945.11,813.98,17038.66,14418.42
"2010-03-15",135.2,1904.19,5903.56,806.18,16756.22,14419.39
"2010-03-16",135,1919.02,5970.99,816.11,16712.79,14378.8
"2010-03-17",136.73,1930.22,6024.28,NA,17120.1,NA
"2010-03-18",138.2,1929.63,6012.31,818.3,17087.75,14408.73
"2010-03-19",140.2,1919.8,5982.43,813.87,17163.34,14516.94
"2010-03-22",138.67,1929.64,NA,811.85,16808.23,14516.94
"2010-03-23",139.6,1943.7,6017.27,817.4,16825.3,14449.12
"2010-03-24",139.93,1933.04,6039,NA,16864.18,14503.94
"2010-03-25",139.8,1929.75,6132.95,827.95,16659.64,14522.47
"2010-03-26",140.33,1931.18,6120.05,825.94,NA,14747.45
"2010-03-29",141.07,NA,6156.85,828.13,17097.73,14831.39
"2010-03-30",140.4,1942.81,6142.45,825.94,17375.86,14980.79
"2010-03-31",140.8,1936.48,6153.55,823.54,17352.62,14971.07
"2010-04-01",NA,1950.91,NA,836.84,NA,15179.59
"2010-04-02",141,1950.91,6235.56,836.84,NA,15235.87
"2010-04-05",144.07,1966.44,6235.56,836.84,17770.36,15307.7
"2010-04-06",NA,1969.76,6252.21,839.93,17770.36,15230.78
"2010-04-07",142.8,1959.04,6222.41,835.75,18178.75,15244.97
"2010-04-08",144.73,1965.72,6171.83,826.67,17996.4,15076.72
"2010-04-09",146.07,1978.86,6249.7,841.07,18265.87,15126.33
"2010-04-12",146.93,1982.4,6250.69,843.79,18135.29,15190.54
"2010-04-13",146.6,1983.91,6230.83,839.86,17976.24,15068.13
"2010-04-14",148.73,2006.06,6278.4,845.43,17979.92,15127.09
"2010-04-15",147.87,2007.74,6291.45,846.72,17939.88,15220.09
"2010-04-16",142.67,1975.36,6180.9,829.02,17580.81,14988.41
"2010-04-19",143.87,1984.32,6162.44,826.36,17155.73,14727.3
"2010-04-20",144.73,2000.33,6264.23,838.65,17411.62,14716.38
"2010-04-21",145.6,1998.31,NA,828.45,17319.81,14972.04
"2010-04-22",148.4,2002.93,6168.72,814.39,17276.27,14781.74
"2010-04-23",151.2,2017.19,6259.53,820.89,17048.31,14734.99
"2010-04-26",153.07,2008.55,6332.1,829.03,17346.08,15074.3
"2010-04-27",145.13,1961.6,6159.51,798.58,17055.44,15137.58
"2010-04-28",141.27,1974.63,6084.34,784.58,16803.51,14748.94
"2010-04-29",145.6,2000.34,6144.91,796.27,16654.62,14748.94
"2010-04-30",140,1967.05,NA,794.08,17116.24,14927.97
"2010-05-03",140.73,1992.87,6166.92,796.01,16784.3,14927.97
"2010-05-04",136,1945.37,6006.86,767.15,16670.84,14927.97
"2010-05-05",139.07,1933.25,NA,759.44,16215.11,14927.97
"2010-05-06",134.33,1870.95,5908.26,741.98,16088.85,14439.65
"2010-05-07",127.47,1842.32,5715.09,712.92,15990.96,13992.65
"2010-05-10",130.8,1923.39,6017.91,786.7,16473.04,14216.91
"2010-05-11",130.73,1917.25,6037.71,779.96,16182.39,14055.44
"2010-05-12",133.6,1944.25,6183.49,790.1,16183.92,14032.39
"2010-05-13",132.2,1920.76,6251.97,790.03,16493.66,14338.2
"2010-05-14",NA,1884.67,6056.71,753.11,16296.21,14125
"2010-05-17",131,1887.11,6066.92,753.52,15818.32,13818.87
"2010-05-18",127,1860.65,6155.93,771.5,16090.89,13828.16
"2010-05-19",127.47,1851.28,5988.67,749.73,15725.88,13752.83
"2010-05-20",120.53,1779.3,5867.88,736.96,15618.15,13541.51
"2010-05-21",125.13,1806.05,5829.25,738.36,15618.15,13209.71
"2010-05-24",122.4,1782.77,5805.68,735.61,15897.05,13174.42
"2010-05-25",NA,1783.4,5670.04,715.55,15175.92,12771.41
"2010-05-26",121.87,1773.65,5758.02,727.58,15610.76,12856.15
"2010-05-27",126.2,1832.61,5937.14,754.78,15952.72,13014.73
"2010-05-28",123.93,1809.98,5946.18,753.71,16381.27,13181.2
"2010-05-31",123.93,1809.98,5964.33,752.61,NA,13188.92
"2010-06-01",122.6,1778.99,5981.27,751.65,15996.1,13112.14
"2010-06-02",124.87,1825.25,5981.2,750.32,15889.15,12965.53
"2010-06-03",125.13,1832.72,6054.63,759.6,16245.71,13385.35
"2010-06-04",122.87,1769.72,5938.88,736.37,16214.49,13367.8
"2010-06-07",121.47,1745.87,5904.95,729.56,15812.46,12854.23
"2010-06-08",121.67,1765.29,5868.55,724.04,15808.6,12877.37
"2010-06-09",122,1754.91,5984.75,737.72,15912.08,12743.96
"2010-06-10",126.53,1806.69,6056.59,752.74,15933.21,12883.72
"2010-06-11",127.67,1815.26,6047.83,761.27,16164.42,13103.25
"2010-06-14",127.33,1812.02,6125,775.51,16421.8,13338.98
"2010-06-15",131.27,1854.61,6175.05,785,16472.39,13349.83
"2010-06-16",130.27,1853.62,6190.91,785.7,NA,13591.85
"2010-06-17",128.87,NA,6223.54,788.42,16510.95,13500.38
"2010-06-18",127.8,1858.7,6216.98,790.99,16566.82,13495.02
"2010-06-21",126.67,1851.55,6292.97,800.52,17296.22,13823.31
"2010-06-22",124.47,1822.05,6269.04,794.08,17192.06,13654.48
"2010-06-23",123.87,1816.65,6204.52,782.17,17135.19,13398.93
"2010-06-24",122.27,1786.13,6115.48,765.1,17014.83,13405.44
"2010-06-25",125.93,1791.24,6070.6,760.45,NA,13147.52
"2010-06-28",125.73,1787.94,6157.22,771.85,16901.65,13099.4
"2010-06-29",120.33,1732.55,5952.03,739.36,16444.98,12932.91
"2010-06-30",118.53,1715.23,5965.52,744.28,16404.04,12681.36
"2010-07-01",118,1709.77,5857.43,728.46,16404.04,12423.15
"2010-07-02",115.33,1701.86,5834.15,729.54,16090.54,12439.52
"2010-07-05",115.33,1701.86,5816.2,725.34,16000.74,12524.76
"2010-07-06",115.73,1710.97,5940.98,745.83,16390.01,12621.07
"2010-07-07",NA,1765.42,5992.86,761.94,16173.63,12542.15
"2010-07-08",119.73,1782.1,6035.66,771.38,16276.18,12888.28
"2010-07-09",121.33,1794.94,6065.24,775.66,16627.28,NA
"2010-07-12",121,1796.3,6077.19,777.25,16702.67,12905
"2010-07-13",121.87,1824.07,6191.13,792.15,16630.04,12890.29
"2010-07-14",120.8,1823.82,6209.76,792.55,16678.7,13239.01
"2010-07-15",120.93,1826,6149.36,782.09,NA,13090.73
"2010-07-16",117.37,1773.43,6040.27,765.53,16342.33,12716.11
"2010-07-19",118.07,1784.06,6009.11,762.35,16186.46,12716.11
"2010-07-20",121,1804.48,5967.49,760.23,16467.69,NA
"2010-07-21",118.53,1781.6,5990.38,763.77,16729.14,12541.04
"2010-07-22",122.67,1821.76,6142.15,785.38,NA,12462.72
"2010-07-23",124.2,1836.75,6166.34,786.81,17052.09,12746.66
"2010-07-26",126.67,NA,6194.21,793.75,16994.05,12844.92
"2010-07-27",129.93,1855.39,6207.31,801.33,17074.33,12835.72
"2010-07-28",128.93,1842.66,6178.94,800.4,NA,13183.01
"2010-07-29",129.73,1835.29,6134.7,796.59,17090.2,13105.63
"2010-07-30",129.8,1835.4,6147.97,793.47,17036.95,12891.1
"2010-08-02",NA,NA,6292.13,817.22,17432.56,12935.72
"2010-08-03",133.6,1866.87,6307.91,816.29,17345.81,13102.92
"2010-08-04",134.4,1878.81,6331.33,818.06,17370.13,12826.28
"2010-08-05",135.4,1876.51,6333.58,816.4,17357.05,13048.73
"2010-08-06",134.73,1869.77,6259.63,804.82,17404.38,13033
"2010-08-09",136.53,1880.06,6351.6,818.69,17496.09,12938.99
"2010-08-10",135.67,1868.88,6286.25,810.81,17092.3,NA
"2010-08-11",131.73,1817.13,6154.07,789,16797.43,12561
"2010-08-12",133.07,1807.61,6135.17,788.04,16596.21,12452.51
"2010-08-13",132.93,1800.39,6110.41,784.53,16659.62,12507.75
"2010-08-16",134.33,1800.7,6110.57,781.51,16782.08,12430.99
"2010-08-17",134.2,NA,6206.4,792.92,16821.75,12383.69
"2010-08-18",134.33,1826.14,6186.31,790.3,16759.38,12490.77
"2010-08-19",131.33,1795.24,6075.13,774.77,16956.04,NA
"2010-08-20",130.07,1788.67,6005.16,765.85,16857.59,12408.1
"2010-08-23",129.47,1781.47,6010.91,770.73,16701.21,12323.36
"2010-08-24",125.67,1755.65,5935.44,NA,16562.18,12159.06
"2010-08-25",124.47,1761.62,5899.5,749.46,16451.33,11956.64
"2010-08-26",122.13,1748.14,5912.58,755.1,16366.1,12039.22
"2010-08-27",123.6,NA,5951.17,761.9,NA,12161.86
"2010-08-30",120.6,1751.79,5912.41,758.51,16502.76,12375.85
"2010-08-31",119.4,1752.55,5925.22,760.36,16318.41,11935.96
"2010-09-01",123.27,1804.46,6083.9,787.19,16455.84,12075.23
"2010-09-02",125,1820.98,6083.85,787.16,16745.76,12258.95
"2010-09-03",127.93,1845.1,6134.62,796.16,16858.33,12328.33
"2010-09-06",127.93,1845.1,6155.04,798.3,17135.05,12581.53
"2010-09-07",124.4,1824.05,NA,790.64,17131.07,12479.65
"2010-09-08",124.33,1836.21,6164.44,798.1,16902.96,12207.22
"2010-09-09",125.47,1845.09,6221.52,806.66,16980.99,12307.03
"2010-09-10",126.4,1854.1,6214.77,806.07,16988.84,12497.46
"2010-09-13",129,1875.41,6261.68,813.22,17351.39,12609.26
"2010-09-14",129.4,1874.07,6275.41,813.63,17418.85,12578.81
"2010-09-15",130,1880.74,6261.87,810.12,17351.09,12872.68
"2010-09-16",129.07,1880.37,6249.65,807.29,17226.36,12863.13
"2010-09-17",129.52,1881.93,6209.76,799.39,17470.07,13020.84
"2010-09-20",131.33,NA,6294.58,813.17,17460.68,13020.84
"2010-09-21",NA,1905.74,6275.98,810.82,17501.82,NA
"2010-09-22",129.87,1896.77,6208.33,798.69,17505.67,12939.99
"2010-09-23",128.93,1880.97,6184.71,794.58,17505.67,12939.99
"2010-09-24",134.47,1920.84,6298.3,810.29,17538.11,12811.96
"2010-09-27",131.6,1909.98,6278.89,NA,17679.07,12989.79
"2010-09-28",132.6,1919.59,6276.09,805.03,17482.99,12929.83
"2010-09-29",NA,1914.84,6246.92,798.67,17840.52,13016.46
"2010-09-30",129.53,1908.95,6229.02,797.28,17807.24,12757.71
"2010-10-01",NA,NA,6211.34,792.93,17807.24,12805.2
"2010-10-04",128.6,1902.15,6134.21,783.68,18105.91,12773.65
"2010-10-05",132.53,1941.82,6215.83,800.37,18204.49,12961.15
"2010-10-06",132.67,1941.5,6270.73,806.59,18332.49,13196.26
"2010-10-07",131.8,1938.31,6276.25,808.59,18283.74,13187.25
"2010-10-08",132.53,NA,NA,808.17,18312.68,13056.63
"2010-10-11",132.67,1950.47,6309.51,809.59,18590.67,13056.63
"2010-10-12",133.4,1957.92,6304.57,805.53,18629.56,12783.97
"2010-10-13",134.13,1972.08,6434.52,824.34,19092.45,12804.22
"2010-10-14",133.07,NA,6455.27,823.05,19486.4,13049.32
"2010-10-15",132.73,1968.87,6492.3,825.16,NA,NA
"2010-10-18",136.47,1983.17,6516.63,827.8,19263.02,12933.55
"2010-10-19",134.47,1951.67,6490.69,823.91,19483.03,12989.32
"2010-10-20",137.47,1972.51,6524.55,828.03,19303.94,12774.38
"2010-10-21",136.53,1976.12,6611.01,836.96,19543.04,12767.41
"2010-10-22",NA,1980.83,6605.84,NA,19369.92,12835.81
"2010-10-25",NA,1985.11,6639.21,833.83,19558.35,12801.02
"2010-10-26",139,1985.13,6613.8,829.42,19581.85,12768.64
"2010-10-27",140.2,1980.05,6568,821.61,19031.61,12781.78
"2010-10-28",139.33,1982.45,6595.28,826.29,19128.93,12753.77
"2010-10-29",140.73,1981.59,6601.37,826.13,18901.83,12531.43
"2010-11-01",140.73,1983.47,6604.86,823.74,19389.12,12466.9
"2010-11-02",143.33,1998.86,6654.31,830.79,19410.71,12474.06
"2010-11-03",143.4,NA,6617.8,821.9,19838.13,12474.06
"2010-11-04",145.93,2045.62,6734.69,837.52,20021.13,12745.19
"2010-11-05",148,2053.77,6754.2,835.12,20249.06,NA
"2010-11-08",146.67,2049.69,6750.5,834.14,20388.07,13254.44
"2010-11-09",144.8,NA,6787.81,NA,20128,NA
"2010-11-10",146,2043.16,NA,828.46,19936.2,13387.47
"2010-11-11",144.93,NA,NA,824.18,20221.43,13429.6
"2010-11-12",NA,2010.57,6734.61,822.93,19611.55,13243.51
"2010-11-15",143.87,2008.25,6790.17,830.51,19257.18,13383.42
"2010-11-16",141.87,1976.26,6663.24,811.07,18936.13,13342.01
"2010-11-17",141.67,1977,6700.07,817.17,18482.21,13361.84
"2010-11-18",145.53,2007.38,6832.11,832.49,18901.55,13636.89
"2010-11-19",146.38,2012.59,6843.55,829.79,18904.65,13648.82
"2010-11-22",143.8,NA,6822.05,820.11,18937.76,13775.2
"2010-11-23",141.6,1980.89,6705,799.09,18397.5,13775.2
"2010-11-24",143.45,2010.56,6823.8,804.53,18476.05,13659.34
"2010-11-25",143.45,2010.56,6879.66,806.58,18560.83,13726.96
"2010-11-26",143.4,1996.03,6848.98,798.39,18311.05,13672.76
"2010-11-29",143.2,1993.83,6697.97,778.93,18499.33,13790.47
"2010-11-30",143.13,1981.84,6688.49,773.4,NA,13533.14
"2010-12-01",150.47,2024.97,6866.63,794.08,18587.72,13602.61
"2010-12-02",155,2050.96,6957.61,811.44,18785.16,13848.39
"2010-12-03",150.88,2056.4,6947.72,812.04,18569.43,NA
"2010-12-06",152.07,2053.8,6954.38,808.41,18379.47,13846.64
"2010-12-07",151.13,2054.89,7001.91,817.98,18548.09,13811.05
"2010-12-08",151.2,2063.03,6975.87,822.71,18280.57,13935.3
"2010-12-09",150.87,2071.12,6964.16,829.06,18274.2,14008.23
"2010-12-10",152.27,2083.57,7006.17,828.71,18173.13,13907.55
"2010-12-13",151.4,2084,7029.39,NA,18303.48,14019.14
"2010-12-14",149.87,2085.93,7027.4,835.32,18466,14050.3
"2010-12-15",150.2,2075.29,7016.37,829.57,18064.09,14040.78
"2010-12-16",156.4,2088.19,7024.4,830.68,17848.65,14042.84
"2010-12-17",156.67,2089.95,6982.45,823.67,17897.35,14032.68
"2010-12-20",NA,2095.32,7018.6,828.76,NA,13913.62
"2010-12-21",161.07,2108.26,7077.99,839.79,18096.23,14123.51
"2010-12-22",161.07,2115.69,7067.92,837.64,18101.79,14090.76
"2010-12-23",158.8,2112.37,7057.69,836.15,17965.73,14090.76
"2010-12-24",158.8,2112.37,7057.69,835.39,17860.13,13999.12
"2010-12-27",159.6,2113.67,NA,NA,17860.13,NA
"2010-12-28",158.73,2115.32,6972.1,824.41,17668.71,14034.7
"2010-12-29",159.8,2117.83,6995.47,829.35,17954.25,14105.48
"2010-12-30",158.6,2114.7,6914.19,819.37,18066.68,13947.82
"2010-12-31",NA,2114.29,6914.19,815.22,18218.23,13947.82
"2011-01-03",160.73,2138.3,6989.74,NA,18494.42,13947.82
"2011-01-04",159.47,2135.53,6975.35,830.21,18683.2,14178.51
"2011-01-05",157.67,2146.5,6939.82,827.16,18651.68,14154.88
"2011-01-06",157,2142.76,6981.39,827.89,18635.72,NA
"2011-01-07",155.87,2138.81,6947.84,819.72,18553.08,14373.42
"2011-01-10",156.4,2135.86,6857.06,806.1,18382.09,14373.42
"2011-01-11",158.47,2143.82,6941.57,816.53,18542.1,14332.02
"2011-01-12",159.72,NA,7068.78,840.62,18841.97,14334.91
"2011-01-13",NA,2159.66,NA,851.5,18921.78,14439.85
"2011-01-14",162.47,2175.68,7075.7,852.9,18878.08,14316.15
"2011-01-17",162.47,2175.68,7078.06,NA,18570.79,14321.36
"2011-01-18",162.68,2178.72,7143.45,860.77,18612.63,14343.34
"2011-01-19",158.53,2156.97,7082.76,854.39,NA,14395.32
"2011-01-20",160.07,2154.18,7024.27,855.45,18437.92,14231.98
"2011-01-21",162,2159.43,7062.42,868.06,18280.16,14010
"2011-01-24",NA,2172.03,7067.77,870.54,18080.43,14106.25
"2011-01-25",162,2172.67,7059.01,864.32,NA,14268.94
"2011-01-26",163.4,2181.92,7127.35,868.46,18157.29,14183.69
"2011-01-27",168.07,NA,7155.58,874.89,18156.76,14288.79
"2011-01-28",163.33,2147.95,7102.8,864.47,18036.13,14127.45
"2011-01-31",163.2,2164.4,7077.48,864.32,18029.89,13960.52
"2011-02-01",168.87,2200.54,7184.27,879.89,17992.86,14010.73
"2011-02-02",176.73,2194.94,7183.67,881.61,18245.54,14260.09
"2011-02-03",174.27,2200.42,7193.68,876.57,18245.54,14224.64
"2011-02-04",177.07,NA,7216.21,878.83,18245.54,14377.59
"2011-02-07",178.53,2220.6,7283.62,887.02,17876.89,14443.75
"2011-02-08",172.27,2230.59,7323.24,890.33,17980.51,14503.67
"2011-02-09",183.87,2224.64,7320.9,887.31,17625.02,14478.92
"2011-02-10",185.47,2226.51,7340.28,885.57,17257.56,14462.31
"2011-02-11",187.47,2239.08,NA,885.19,17342.55,14462.31
"2011-02-14",197.6,2244.89,7396.63,883.44,17796.48,NA
"2011-02-15",188.53,2237.9,7400.04,886.97,17627.41,14654.61
"2011-02-16",189.8,2252.3,7414.3,896.18,17852.72,14739.13
"2011-02-17",191.5,2259.42,7405.51,896.95,18050.15,14777.79
"2011-02-18",193.93,2263.79,7426.81,898.03,18290.95,14786.19
"2011-02-21",193.93,2263.79,7321.81,881.74,18160.11,14806.28
"2011-02-22",186.67,2217.35,7318.35,873.24,17729.89,14543.32
"2011-02-23",186.67,2203.89,7194.6,864.93,17586.28,14426.59
"2011-02-24",186.8,2202.23,7130.5,863.23,17310.87,14262.13
"2011-02-25",189.4,2226.05,7185.17,873.74,17613.29,14363.17
"2011-02-28",190.73,2238.55,7272.32,881.95,17949.32,14495.97
"2011-03-01",184.53,2203.32,7223.3,873.23,18115.52,14673.27
"2011-03-02",185.6,2207.24,7181.12,866.06,17952.89,14316.26
"2011-03-03",189.27,NA,7225.96,869.12,18169.88,14444.03
"2011-03-04",186.8,2228.78,7178.9,863.25,18444.9,14590.9
"2011-03-07",188.27,2210.26,7161.93,858.05,18403.31,14333.51
"2011-03-08",189.2,2230.4,7164.75,862.15,18647.33,14361.03
"2011-03-09",185,2227.7,7131.8,859.29,18788.18,14448.78
"2011-03-10",179.87,2185.65,7063.09,851.86,18649.76,NA
"2011-03-11",181.27,2201.81,6981.49,844.28,18304.56,NA
"2011-03-14",NA,2188.56,6866.63,834.99,18492.24,13126.62
"2011-03-15",172.13,2164.06,6647.66,815.11,18017.41,11741.25
"2011-03-16",163.27,2121.94,NA,796.68,18147.76,12407.88
"2011-03-17",163.87,2150.43,6656.88,815.69,17882.08,12229.07
"2011-03-18",165.27,2159.69,6664.4,817.58,NA,12562.1
"2011-03-21",169.07,2192.09,6816.12,837.54,18151.89,12562.1
"2011-03-22",167.67,2184.57,6780.97,835.78,18349.33,13110.02
"2011-03-23",168.87,2190.96,6804.45,839.13,18305.42,12893.28
"2011-03-24",170.53,NA,6933.58,851.88,18419.29,12873.55
"2011-03-25",168.67,2218.42,6946.36,852.33,18625.42,13011.85
"2011-03-28",168.53,NA,6938.63,853.34,18509.05,12932
"2011-03-29",171.67,2228.41,6934.44,852.21,18546.34,13021.47
"2011-03-30",171.93,2243.55,7057.15,859.68,18893.08,13365.22
"2011-03-31",NA,2239.44,7041.31,852.21,19113.9,13429.08
"2011-04-01",188.2,2250.58,7179.81,867.79,19309.47,13364.78
"2011-04-04",182.93,2251.64,7175.33,866.1,19503.58,13379.23
"2011-04-05",186.67,2251.26,7175.31,864.67,19503.58,13236.97
"2011-04-06",192.2,2257.11,7215.11,870.68,19605.4,13194.05
"2011-04-07",193.8,2253.76,7178.78,868.4,19593.32,13203.08
"2011-04-08",189.67,2244.74,7217.02,874.55,19600.69,13447.5
"2011-04-11",186.87,2238.51,7204.86,NA,19645.39,NA
"2011-04-12",185.27,2221.12,7102.91,NA,19291.46,13154.52
"2011-04-13",NA,2221.77,7177.97,864.38,19476.56,13272.8
"2011-04-14",185.4,2221.99,NA,855.78,19359.97,13290.34
"2011-04-15",188.07,2230.7,7178.29,856.17,NA,13204.44
"2011-04-18",183.8,2206.15,7026.85,835.63,19276.21,13156.44
"2011-04-19",182.67,2218.86,7039.31,838.46,19040.43,12997.27
"2011-04-20",NA,2248.9,7249.19,857.19,19404.62,13225.51
"2011-04-21",183.6,2260.84,7295.49,862.87,19673.96,13334.2
"2011-04-22",NA,2260.84,7295.49,NA,19673.96,13329.3
"2011-04-25",181.53,NA,7295.49,862.87,19673.96,13315.19
"2011-04-26",181.87,2277.51,7356.51,868.47,19528.57,13159.25
"2011-04-27",183.2,2292.13,7404.95,875.31,19375.94,13342.55
"2011-04-28",181.6,2300.46,7475.22,883.47,19233.6,13559.93
"2011-04-29",180.8,2305.76,7514.46,886.56,19075.2,13559.93
"2011-05-02",180.93,2301.72,7527.64,887.53,19075.2,13772.57
"2011-05-03",178.47,2293.95,7500.7,885.02,18927.66,13772.57
"2011-05-04",177.27,2278.63,7373.93,871.99,18581.14,13772.57
"2011-05-05",176.73,2258.08,7376.96,866.81,18498.52,13772.57
"2011-05-06",177.27,2266.97,7492.25,877.82,18557.82,13572.95
"2011-05-09",182.47,2277.3,7410.52,863.86,18681.53,13483.71
"2011-05-10",183.07,2295.72,7501.52,875.19,18681.53,13517.27
"2011-05-11",NA,2271.47,7495.05,876.74,18721.77,13579.91
"2011-05-12",181.27,2282.84,7443.95,869.18,18481.46,13376.7
"2011-05-13",179.4,2264.52,7403.31,864.02,18629.58,13283.25
"2011-05-16",174.87,2250.61,7387.54,861.54,18315.56,13158.7
"2011-05-17",173,2250.35,7256.65,852.06,18397.08,13170.7
"2011-05-18",174.6,2270.57,7303.53,857.35,18595.92,13301.62
"2011-05-19",174.2,2275.71,7358.23,864.32,18693.64,13244.82
"2011-05-20",170,2258.21,7266.82,854.73,18711.49,13225.9
"2011-05-23",166.27,2231.31,7121.52,839.82,18243.58,13024.28
"2011-05-24",166.33,2229.49,7150.66,841.93,18358.94,13047.05
"2011-05-25",165.33,2236.75,7170.94,846.61,18371.5,12972.31
"2011-05-26",162.53,2246.13,7114.09,842.04,18461.86,13163.9
"2011-05-27",169.13,2255.74,7163.47,848.31,18764.06,13109.29
"2011-05-30",169.13,2255.74,7160.3,846.78,18827.04,13085.93
"2011-05-31",170.13,2279.66,7293.69,861.8,19209.35,13345.8
"2011-06-01",163.2,2227.96,7217.43,851.49,19160.76,13381.43
"2011-06-02",163.73,2225.36,7074.12,837.91,18868.44,13154.86
"2011-06-03",160.87,2203.81,7109.03,839.88,18541.86,13068.36
"2011-06-06",156.8,2180.14,7084.57,833.04,18541.86,12914.36
"2011-06-07",158.6,2178.15,7103.25,835.8,18564.17,13000.54
"2011-06-08",156.07,2169.5,7060.23,829.04,NA,13009.5
"2011-06-09",161,NA,7159.66,836.89,18229.94,NA
"2011-06-10",158.67,2155,7069.9,823.96,18095.79,13098.96
"2011-06-13",158.67,2157.15,7085.14,824.65,NA,13007.78
"2011-06-14",161.2,2184.48,7204.79,838.53,18252.85,13144.88
"2011-06-15",156.73,2146.45,7115.08,823.91,18120.34,13181.41
"2011-06-16",158.2,2150.58,7110.2,823.65,17841.38,12956.95
"2011-06-17",158.47,2157.14,7164.05,835.56,17670.65,NA
"2011-06-20",158.87,2168.8,7150.21,829.5,17618.25,12879.93
"2011-06-21",161.87,2198.15,7285.51,845.8,17822.78,13025.03
"2011-06-22",159.8,2184.03,NA,843.71,NA,13258.79
"2011-06-23",155.67,2177.85,7149.44,824.33,17702.15,13213.89
"2011-06-24",155.93,2152.31,7121.38,819.8,18245.29,13326.98
"2011-06-27",157.8,2172.08,7107.9,822.23,18306.71,13189.67
"2011-06-28",160.07,2200.68,7170.43,830.25,18318.71,13299.36
"2011-06-29",167.6,NA,7294.14,845.97,18198.01,13504.4
"2011-06-30",168.67,2241.66,7376.24,859.91,18450.58,13531.04
"2011-07-01",174.13,2274.26,7419.44,NA,18450.58,13602.69
"2011-07-04",174.13,2274.26,7442.96,866.45,18886.18,NA
"2011-07-05",175.13,2271.29,7439.44,860.85,18840.39,13746.59
"2011-07-06",170.67,2274.42,7431.19,855.45,18482.36,13898.25
"2011-07-07",171.87,2298.31,7471.44,859.27,18544.82,13882.62
"2011-07-08",169.13,2282.32,7402.73,843.07,18716.14,13974.41
"2011-07-11",160.87,2241.07,7230.25,818.61,18337.96,13880.4
"2011-07-12",NA,2231.15,7174.14,813.89,17655.23,13682.44
"2011-07-13",158.8,2238.29,7267.87,820.76,18039.12,13733.75
"2011-07-14",156.93,2223.29,7214.74,814.79,18088.35,13696.5
"2011-07-15",157.93,2235.65,7220.12,808.77,17999.01,13749.36
"2011-07-18",151.8,2217.55,7107.92,792.74,17987.45,13749.36
"2011-07-19",155.73,2253.71,7192.67,803.35,18043.97,13632.54
"2011-07-20",155.93,2252.52,7221.36,817.95,18169.74,13792.69
"2011-07-21",158.93,2283.23,7290.14,835.36,NA,13798.88
"2011-07-22",161.33,2285.34,7326.39,838.16,18486.83,13966.67
"2011-07-25",160.93,2272.47,7344.54,829.12,18254.79,13853.5
"2011-07-26",161.93,2263.15,7349.45,828.2,18495.49,13919.27
"2011-07-27",156.67,2217.29,7252.68,814.31,18470.53,13850.17
"2011-07-28",160,2210.33,7190.06,814.02,18367.62,13649.13
"2011-07-29",160.47,2196.08,7158.77,807.25,18156.48,13554.95
"2011-08-01",161.27,2187,6953.98,784.56,18401.17,13736.89
"2011-08-02",NA,2131.1,6796.75,769.91,18017.29,13570.89
"2011-08-03",156.6,2142.56,6640.59,755.67,17618.64,13284.92
"2011-08-04",149.4,2040.2,6414.76,729.79,17451.95,NA
"2011-08-05",151.93,2039.04,6236.16,718.55,16778.56,12819.79
"2011-08-08",NA,1903.47,5923.27,691.86,16307.35,12540.89
"2011-08-09",150.8,1993.76,5917.08,694.08,15298.71,12329.87
"2011-08-10",143.13,1906.53,5613.42,651.76,15525.18,12459.81
"2011-08-11",156.93,1995.14,5797.66,670.42,15411.2,12381.51
"2011-08-12",153.13,2005.67,5997.74,698.22,15337.7,12356.39
"2011-08-15",157.47,2049.51,6022.24,703.41,16058.95,12525.52
"2011-08-16",153.13,2029.92,5994.9,703.17,NA,12554.5
"2011-08-17",NA,NA,5948.94,705.42,16047.12,NA
"2011-08-18",NA,1941.92,NA,667.74,15727.75,12329.38
"2011-08-19",141.33,1912.77,NA,653.42,15080.53,12019.87
"2011-08-22",139.87,1913.27,5473.78,660.78,15034.2,11894.27
"2011-08-23",149.07,1978.89,5532.38,665.8,15523.05,12038.85
"2011-08-24",153.67,2005.13,5681.08,677.59,15048.62,11910.09
"2011-08-25",148.27,1973.96,5584.14,670.94,15305.05,12093.09
"2011-08-26",151.53,2004.11,5537.48,662.99,15113.11,12128.13
